"4fadb045-f159-470d-8083-d2dd264e400f","2018-07-21T11:31:03.363Z","Oppo smartphones coming to the UK: can it take on Apple and Samsung?","https://www.which.co.uk/news/2018/07/oppo-smartphones-coming-to-the-uk-can-it-take-on-apple-and-samsung/","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Verbs_Love#Practice Areas#Verbs_Up#Verbs_Satisfy#Noun_Down#Adj_Good#Company#Corporate Topics#Region#Tech Topic",,"positive"
"b92a1080-7048-47fe-a537-ec5bc3552c9f","2018-07-20T09:00:57.878Z","Samsung Could Kill Note Brand, Launch a Galaxy S10 with S Pen","https://news.softpedia.com/news/samsung-could-kill-note-brand-launch-a-galaxy-s10-with-s-pen-522046.shtml","Investment Topics#Adj_Up#Country#Industry Sector#Adj_Good#Company#Verbs_Down#Region#Verbs_U",,"positive"
"6573cf0f-b590-4829-b328-9a8bcda628a2","2018-07-17T07:27:05.752Z","Samsung to Counter Cheaper iPhone with Iris Scanner on Budget Models","https://news.softpedia.com/news/samsung-to-counter-cheaper-iphone-with-iris-scanner-on-budget-models-521990.shtml","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#City#Verbs_Love#Verbs_Down#Verbs_Up#Adj_Good#Company#Region#Tech Topics#Adj_Dow",,"negative"
"044577ee-94cd-4fab-aa6b-701d00436579","2018-07-17T04:18:40.004Z","Samsung Unveils First 8Gb LPDDR5 DRAM for 5G Mobile Apps","http://www.eweek.com/pc-hardware/samsung-unveils-first-8gb-lpddr5-dram-for-5g-mobile-apps","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Noun_Down#Company#Verbs_Down#Region#Tech Topics#Verbs_Up#Adj_Dow",,"positive"
"8117c4d2-81a7-41ad-8bf7-1a015b8ad504","2018-07-17T00:21:03.184Z","Samsung Announces First LPDDR5 DRAM Chip, Targets 6.4Gbps Data Rates & 30% Reduced Power","https://www.anandtech.com/show/13084/samsung-announces-first-lpddr5-64gbps-data-rates","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Verbs_Love#Automotive Topics#Verbs_Down#Verbs_Up#Adj_Good#Company#Corporate Topics#Region#Tech Topics#Adj_Dow",,"positive"
"e1293255-aad6-439f-a488-0bc49680a2ab","2018-07-16T09:18:50.031Z","Huawei may beat Samsung to become top player in 5G technology","https://www.hindustantimes.com/tech/huawei-may-beat-samsung-to-be-top-player-in-5g-technology/story-nxjpMnpRpyhAW1dgeDOXfJ.html","Investment Topics#Adj_Up#Country#Industry Sector#Congress#Verbs_Love#Practice Areas#Verbs_Down#Verbs_Up#Financial Services Topics#Verbs_Satisfy#Adj_Good#Company#Corporate Topics#Region#Tech Topic",,"negative"
"98b7f2a6-b787-4a6b-92ad-7ee3b8f7196c","2018-07-13T06:03:11.541Z","Study: iPhone 6 has Highest Failure Rate Among iPhones -- But Samsung's Rate is Higher","https://appleinsider.com/articles/18/07/12/study-iphone-6-has-highest-failure-rate-among-iphones----but-samsungs-rate-is-higher?ref=techi.com","Investment Topics#Adj_Up#Country#Industry Sector#Noun_Down#Company#Corporate Topics#Region#Tech Topic",,"negative"
"3077ecce-e1db-4ccd-a6e4-b771f642a9e5","2018-07-12T09:40:47.736Z","NVMe SSD Roundup 2018: Intel Optane, WD Black and Samsung 970 Evo/Pro","https://www.techspot.com/review/1651-nvme-ssd-performance-2018/","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Adj_Bad#Verbs_Love#Verbs_Down#Verbs_Up#Verbs_Satisfy#Noun_Down#Adj_Good#Company#Corporate Topics#Region#Adj_Dow",,"positive"
"f1d03367-5e1f-4de2-92b1-2b577f399b21","2018-07-11T11:24:51.369Z","Samsung: Take Your Mobile Gaming to the Next Level","https://www.albawaba.com/business/pr/samsung-take-your-mobile-gaming-next-level-1157816","Investment Topics#Adj_Up#Country#Noun_Up#Verbs_Love#Adj_Good#Company#Corporate Topics#Region#Verbs_Up#Adj_Dow",,"positive"
"06e7483e-1c41-4b52-b2a9-2d8585bd67cc","2018-07-09T15:32:46.335Z","Samsung, ARM Expand Collaboration in HPC at 7nm, 5nm","https://www.extremetech.com/computing/272999-samsung-arm-expand-collaboration-in-hpc-at-7nm-5nm","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Verbs_Love#Verbs_Down#Verbs_Up#Noun_Down#Adj_Good#Company#Corporate Topics#Regio",,"negative"
"0ce38b6e-8deb-41ef-9e94-095d799fa7c8","2018-07-09T00:47:09.094Z","Check out the iPhone That Is Beating Samsung Galaxy S9 Plus in Total Market Share","https://www.albawaba.com/business/check-out-iphone-beating-samsung-galaxy-s9-plus-total-market-share-1156044","Investment Topics#Adj_Up#Country#Noun_Up#Industry Sector#Adj_Bad#Verbs_Love#Verbs_Down#Verbs_Up#Verbs_Disappoint#Adj_Good#Company#Corporate Topics#Region#Tech Topics#Adj_Dow",,"negative"
